5960.64791 14.968 0.005
5963.65147 15.514 0.005
5964.59422 14.962 0.005
5967.59966 15.498 0.005
5969.65333 15.267 0.005
5971.65906 14.992 0.005
5972.62821 15.124 0.005
5974.58580 15.493 0.005
5976.62140 15.179 0.005
5978.69771 15.434 0.005
5980.56448 15.240 0.005
5982.61005 15.126 0.005
5984.66054 15.310 0.005
5985.60868 15.484 0.005
5987.61377 15.177 0.005
5989.56156 15.513 0.005
5990.57010 15.041 0.005
5992.60550 15.405 0.005
5993.63447 15.120 0.005
5995.57875 15.289 0.005
5996.57861 15.475 0.005
5998.57949 15.161 0.005
6002.55852 15.223 0.005
6010.54299 15.333 0.005
6016.57301 15.081 0.005
6021.55350 15.341 0.005
6022.56273 15.517 0.005
6025.53957 15.401 0.005
6029.54244 15.461 0.005
6034.47626 14.971 0.005
6036.47815 15.374 0.005
6038.52060 15.063 0.005
6040.47890 15.434 0.005
6042.47635 15.120 0.005
6052.46481 15.131 0.005
6056.46580 14.955 0.005
6059.46516 15.526 0.005
6071.46065 15.027 0.005
6137.94329 15.093 0.005
6139.92833 15.478 0.005
6150.91942 15.458 0.005
6166.91507 14.989 0.005
6180.90295 15.474 0.005
6186.88802 15.315 0.005
6195.87672 15.139 0.005
6198.89258 15.498 0.005
6200.89672 15.183 0.005
6203.80083 15.013 0.005
6208.81413 15.299 0.005
6212.85670 15.350 0.005
6216.85449 15.395 0.005
6219.85500 15.301 0.005
6222.85507 15.160 0.005
6225.76989 14.989 0.005
6225.78730 15.000 0.005
6229.82890 15.089 0.005
6231.80159 15.461 0.005
6235.82937 15.511 0.005
6239.86205 15.358 0.005
6244.80015 15.135 0.005
6248.74672 15.193 0.005
6250.76894 15.482 0.005
6253.77312 15.434 0.005
6256.75921 15.318 0.005
6259.76917 15.186 0.005
6264.76484 15.424 0.005
6269.77670 14.949 0.005
6273.77254 15.038 0.005
6275.76468 15.424 0.005
6279.76665 15.490 0.005
6285.70510 15.223 0.005
6288.72988 15.097 0.005
6296.75921 15.240 0.005
6301.72443 15.459 0.005
6308.72980 15.391 0.005
6315.65325 15.332 0.005
6325.63733 15.128 0.005
6338.58974 15.489 0.005
6343.60426 15.044 0.005
6354.57097 15.029 0.005
6360.58062 15.471 0.005
6363.59525 15.349 0.005
6374.54997 15.321 0.005
6380.50856 15.066 0.005
6389.50303 15.374 0.005
6399.47520 15.179 0.005
6511.88834 15.464 0.005
6520.93484 15.197 0.005
6521.87126 15.377 0.005
6532.88123 15.361 0.005
6548.84107 15.223 0.005
6564.86174 15.157 0.005
6572.78992 15.286 0.005
6581.78307 15.435 0.005
6585.82340 14.953 0.005
6603.74884 15.516 0.005
6611.77859 14.971 0.005
6615.78900 15.050 0.005
6619.71604 15.113 0.005
6625.70883 15.529 0.005
6633.74263 14.948 0.005
6643.70542 15.486 0.006
6648.75038 15.029 0.005
6655.76263 14.946 0.005
6659.66657 15.001 0.005
6664.80254 15.302 0.005
6670.70691 15.010 0.005
6676.71508 15.447 0.005
6681.72265 14.992 0.005
6692.68642 14.969 0.005
6696.68243 15.061 0.005
6700.66420 15.125 0.005
6706.66578 15.509 0.005
6711.65880 15.118 0.005
6716.59722 15.341 0.005
6730.63224 15.234 0.005
6879.92753 15.033 0.005
6887.89707 15.048 0.005
6896.86720 15.359 0.005
6910.85825 15.232 0.005
6924.80009 15.074 0.005
6929.83992 15.335 0.005
6936.74459 15.263 0.005
6939.73192 15.119 0.005
6943.74393 15.193 0.005
6950.74260 15.112 0.005
6956.77864 15.501 0.005
6960.78273 15.102 0.005
6965.71480 15.165 0.005
6972.76170 15.108 0.005
6976.79675 15.174 0.005
6979.77199 15.038 0.005
6982.72909 15.268 0.005
6985.72912 15.468 0.005
6990.72748 15.023 0.005
6995.70446 15.266 0.005
6999.73980 15.332 0.005
7003.81745 15.418 0.005
7008.73770 14.939 0.005
7013.75688 15.227 0.005
7017.77104 15.291 0.005
7021.75496 15.345 0.005
7025.69117 15.384 0.005
7029.69159 15.440 0.005
7033.74333 15.517 0.005
7039.72155 15.274 0.005
7045.63874 14.946 0.005
7053.64943 15.104 0.005
7058.67934 15.374 0.005
7064.70579 15.118 0.005
7071.66892 15.031 0.005
7075.67366 15.103 0.005
7079.61241 15.149 0.005
7083.58907 15.213 0.005
7087.59434 15.277 0.005
7091.57807 15.323 0.005
7099.59473 15.438 0.005
7109.53717 15.253 0.005
7112.55820 15.120 0.005
7116.54908 15.186 0.005
7120.51890 15.250 0.005
7126.50236 14.945 0.005
7132.47251 15.417 0.005
7135.48800 15.281 0.005
7140.47030 15.526 0.005
7144.46839 15.361 0.006
7270.89909 15.161 0.005
7283.79585 15.518 0.005
7291.77416 15.047 0.005
7294.75850 15.500 0.005
7302.84504 14.991 0.005
7308.81206 15.379 0.005
7317.76858 14.943 0.005
7325.72977 15.093 0.005
7338.73978 15.477 0.005
7342.71817 15.512 0.005
7346.70929 15.384 0.005
7354.84185 15.034 0.005
7357.83926 15.233 0.005
7364.74539 15.525 0.005
7367.78428 15.402 0.005
7373.72147 15.142 0.005
7377.79123 15.210 0.005
7382.68903 15.435 0.005
7386.70391 15.488 0.005
7391.70360 15.054 0.005
7399.72955 15.195 0.005
7404.71837 15.430 0.005
7408.69132 15.471 0.005
7410.69374 15.181 0.005
7416.66286 15.252 0.005
7426.67453 15.383 0.005
7432.65164 15.163 0.005
7437.62283 15.395 0.005
7442.59000 14.988 0.005
7446.60546 14.987 0.005
7450.61506 15.075 0.005
7456.59746 15.526 0.005
7462.59689 15.259 0.005
7467.54783 15.496 0.005
7473.55220 15.251 0.005
7481.52765 15.367 0.005
7494.47841 15.014 0.005
7500.47179 15.461 0.005

