5262.51951 15.036 0.005
5264.52435 15.418 0.005
5265.57598 15.050 0.005
5266.51965 15.112 0.005
5267.51969 15.297 0.005
5269.50335 14.940 0.005
5272.51462 15.524 0.006
5273.49971 15.031 0.005
5275.49875 15.407 0.005
5277.51023 15.104 0.005
5280.51365 14.944 0.005
5282.49423 15.332 0.005
5284.50832 15.021 0.005
5285.50825 15.237 0.005
5288.50010 15.090 0.005
5291.49892 14.929 0.005
5294.50864 15.522 0.006
5296.53731 15.218 0.005
5298.52224 15.280 0.005
5301.48264 15.467 0.006
5306.49516 15.007 0.005
5308.51774 15.405 0.006
5312.47779 15.459 0.006
5315.46631 15.329 0.006
5428.92150 15.232 0.005
5439.84298 15.214 0.005
5444.86115 15.460 0.005
5449.91300 15.013 0.005
5450.84243 15.199 0.005
5454.84607 15.275 0.005
5457.85427 15.137 0.005
5459.78313 15.485 0.005
5463.84572 15.474 0.005
5467.82015 15.063 0.005
5468.77879 15.116 0.005
5469.83048 15.320 0.005
5471.79459 14.969 0.005
5475.88822 15.071 0.005
5478.74311 15.237 0.005
5480.73842 15.300 0.005
5482.73588 14.940 0.005
5484.74238 15.354 0.005
5486.72757 15.018 0.005
5488.71137 15.398 0.005
5489.73247 15.297 0.005
5491.71138 15.296 0.005
5492.73118 15.477 0.005
5494.72049 15.153 0.005
5496.76840 15.534 0.006
5499.79345 15.411 0.005
5505.86846 15.176 0.005
5510.76751 15.402 0.005
5512.78599 15.087 0.005
5514.78869 15.448 0.005
5516.79162 15.154 0.005
5518.81505 15.532 0.006
5521.81423 15.406 0.005
5523.77299 15.081 0.005
5525.78262 15.440 0.005
5527.70633 15.127 0.005
5528.84064 15.334 0.005
5529.73063 15.515 0.005
5530.76029 14.993 0.005
5532.75283 15.377 0.005
5533.81972 15.359 0.005
5534.68050 15.055 0.005
5535.77147 15.279 0.005
5539.81042 15.328 0.005
5541.75122 14.984 0.005
5543.80143 15.385 0.005
5545.80608 15.079 0.005
5547.71488 15.431 0.005
5549.72833 15.122 0.005
5551.73890 15.496 0.005
5554.77699 15.377 0.005
5557.75049 15.253 0.005
5559.79580 14.997 0.005
5561.72828 15.309 0.005
5565.75985 15.364 0.005
5568.74558 15.246 0.005
5571.71118 15.108 0.005
5574.80948 14.959 0.005
5575.82658 15.201 0.005
5576.80587 15.376 0.005
5577.76175 15.516 0.005
5578.76297 15.045 0.005
5580.74116 15.398 0.005
5581.74426 15.167 0.005
5582.79101 15.116 0.005
5584.74153 15.493 0.005
5585.73006 14.938 0.005
5590.64918 15.215 0.005
5591.72266 15.407 0.005
5593.67387 15.089 0.005
5594.70414 15.285 0.005
5595.71745 15.474 0.005
5596.74286 14.926 0.005
5599.67564 15.515 0.005
5602.70795 15.407 0.005
5604.69404 15.095 0.005
5605.71233 15.280 0.005
5607.66717 14.937 0.005
5609.68226 15.327 0.005
5612.66472 15.220 0.005
5615.61971 15.067 0.005
5624.60371 15.360 0.005
5626.55488 15.036 0.005
5629.54080 15.188 0.005
5631.53964 15.308 0.005
5633.58374 14.948 0.005
5635.54862 15.357 0.005
5639.55809 15.405 0.005
5641.52796 15.093 0.005
5643.52939 15.469 0.005
5645.52853 15.163 0.005
5647.49234 15.531 0.006
5649.49090 15.221 0.005
5651.49434 15.341 0.005
5653.57127 15.288 0.005
5655.49273 14.937 0.005
5657.48783 15.332 0.005
5660.53517 15.224 0.005
5666.53101 14.937 0.005
5669.51254 15.520 0.005
5672.52534 15.398 0.005
5676.51290 15.426 0.005
5679.54710 15.335 0.005
5680.48866 15.518 0.006
5683.47320 15.364 0.005
5684.47452 15.462 0.005
5785.93449 15.292 0.005
5803.90498 15.208 0.005
5805.91830 15.383 0.005
5807.86601 15.268 0.005
5809.89714 14.961 0.005
5812.89291 15.526 0.005
5813.89016 14.993 0.005
5816.82933 15.499 0.005
5819.86377 15.445 0.005
5822.79805 15.310 0.005
5824.79413 14.948 0.005
5826.88508 15.379 0.005
5828.81834 15.049 0.005
5830.79849 15.424 0.005
5832.80033 15.113 0.005
5834.78545 15.480 0.005
5835.83048 14.953 0.005
5837.79625 15.352 0.005
5839.89607 15.061 0.005
5840.86179 15.254 0.005
5842.81083 15.217 0.005
5846.78187 14.939 0.005
5850.81821 15.035 0.005
5851.77476 15.230 0.005
5853.82716 15.232 0.005
5856.82607 15.481 0.005
5858.77169 15.151 0.005
5858.77846 15.148 0.005
5859.82908 15.348 0.005
5861.75521 15.014 0.005
5862.76901 15.227 0.005
5864.86561 15.216 0.005
5865.73540 15.078 0.005
5867.83884 15.469 0.005
5869.86284 15.161 0.005
5871.79574 15.518 0.005
5872.76822 15.004 0.005
5874.80043 15.391 0.005
5879.74087 14.991 0.005
5881.80874 15.338 0.005
5883.72413 14.975 0.005
5885.76790 15.389 0.005
5887.75935 15.076 0.005
5889.86101 15.468 0.005
5892.71996 15.332 0.005
5894.76165 14.984 0.005
5896.74634 15.380 0.005
5898.75676 15.069 0.005
5900.69949 15.427 0.005
5901.80028 14.980 0.005
5902.69990 15.120 0.005
5903.71639 15.314 0.005
5904.71450 15.489 0.005
5905.68834 14.951 0.005
5906.70037 15.179 0.005
5907.69188 15.358 0.005
5909.74467 15.056 0.005
5911.70800 15.416 0.005
5912.79466 15.028 0.005
5913.75159 15.118 0.005
5914.77437 15.318 0.005
5915.74804 15.500 0.005
5916.71620 14.950 0.005
5917.74893 15.181 0.005
5922.78114 15.428 0.005
5923.74835 15.154 0.005
5925.75225 15.302 0.005
5926.74929 15.487 0.005
5927.75003 14.941 0.005
5929.75624 15.359 0.005
5931.73412 15.044 0.005
5932.73900 15.228 0.005
5933.75200 15.425 0.005
5934.77239 15.167 0.005
5936.69410 15.292 0.005
5937.71666 15.461 0.005
5939.68248 15.179 0.005
5940.67921 15.335 0.005
5941.70703 15.513 0.005
5942.70225 15.017 0.005
5943.70371 15.213 0.005
5944.66691 15.383 0.005
5945.67595 15.345 0.005
5946.69956 15.084 0.005
5947.68355 15.284 0.005
5948.65981 15.458 0.005
5949.68915 14.944 0.005
5951.64881 15.333 0.005
5952.67435 15.526 0.005
5954.65384 15.196 0.005
5956.69236 15.374 0.005
5958.68980 15.278 0.005
